communityName,state,countyCode,communityCode,population,racepctblack,racePctWhite,racePctAsian,racePctHisp,medIncome,PctPopUnderPov,PctNotHSGrad,PctUnemployed,PctEmploy,PctForeignBorn,PolicPerPop,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Sturgiscity,MI,149,76960,10130,0.75,97.92,0.62,1.33,23642,11.86,25.24,5.25,60.57,2.02,,,0,0,,,2,19.08,21,200.38,57,543.89,310,2958.02,16,152.67,2,19.08,,3673.66
Alpharettacity,GA,,,13002,2.55,95.22,1.36,1.85,44335,3.73,7.51,2.63,75.34,4.88,,,0,0,0,0,0,0,13,60.9,95,445.03,340,1592.73,44,206.12,0,0,60.9,2243.88
Jeffersontownship,NJ,27,34980,17825,0.76,98.02,0.81,2.23,48889,2.43,12.9,2.94,74.05,4.52,,,0,0,0,0,1,5.42,12,64.99,81,438.67,150,812.35,16,86.65,2,10.83,70.4,1348.5
StevensPointcity,WI,97,77200,23006,0.51,95.73,2.79,0.85,22194,21.61,20.01,5.96,56.4,3.44,,,1,4.66,9,41.98,0,0,42,195.9,157,732.28,1182,5513.06,31,144.59,10,46.64,242.54,6436.57
Woodlandcity,CA,,,39802,1.26,77.47,3.07,26.16,31671,9.59,23.84,7.85,64.24,10.63,,,2,4.65,29,67.42,32,74.4,184,427.78,483,1122.92,1020,2371.38,298,692.81,47,109.27,574.24,4296.38
NorthBrunswicktownship,NJ,23,52560,31287,11.07,80.05,6.81,5.81,49900,2.67,16.13,3.08,70.47,14.98,,,0,0,7,21.47,42,128.85,45,138.05,258,791.48,748,2294.69,175,536.86,8,24.54,288.37,3647.57
Springfieldcity,OH,23,74118,70487,17.38,81.61,0.51,0.65,21407,20.87,31.67,8.74,53.25,1.09,142.9,79967.1,6,8.49,59,83.45,208,294.21,786,1111.77,963,1362.13,4048,5725.76,457,646.41,6,8.49,1497.92,7742.79
Richfieldcity,MN,53,54214,35710,2.61,93.49,2.81,1.07,32405,5.55,11.92,3.61,68.81,3.94,,,0,0,,,39,112.22,69,198.54,372,1070.38,1126,3239.91,167,480.52,5,14.39,,4805.2
Corsicanacity,TX,,,22911,25.51,67.85,0.92,9.09,21238,21.04,35.92,8.15,53.5,4.24,,,0,0,28,119.98,38,162.83,93,398.51,383,1641.17,1227,5257.75,59,252.82,21,89.99,681.32,7241.72
Wabashcity,IN,,,12127,0.54,97.63,0.41,1.15,25141,11.79,31.91,6.72,61.21,1.1,,,0,0,2,16.18,1,8.09,21,169.92,73,590.66,190,1537.34,24,194.19,1,8.09,194.19,2330.29
Woostercity,OH,169,86548,22191,3.49,95.03,1.17,0.63,27148,12.69,20.68,5.93,60.43,2.24,,,0,0,8,35.33,7,30.91,27,119.24,147,649.18,718,3170.82,29,128.07,7,30.91,185.48,3978.98
LosAngelescity,CA,,,3485398,13.99,52.83,9.81,39.92,30925,18.86,33,8.34,61.71,38.35,239.3,140802.3,1076,31.04,1773,51.15,38415,1108.27,42437,1224.31,50232,1449.19,119092,3435.8,59764,1724.19,5119,147.68,2414.77,6756.86
Harrisontown,NJ,17,30210,13425,0.57,88.39,5.85,29.4,33969,11.55,42.64,7.53,61.36,41.71,,,0,0,5,37.76,33,249.24,39,294.56,168,1268.88,276,2084.59,242,1827.79,1,7.55,581.57,5188.82
Swanseatown,MA,5,68750,15411,0.34,98.9,0.43,0.59,40117,4.92,26.72,4.6,66.63,5.39,,,0,0,0,0,16,98.5,16,98.5,20,123.12,231,1422.06,57,350.9,29,178.53,197,2074.61
Superiorcity,WI,31,78650,27134,0.53,96.09,0.84,0.52,20905,17.1,22.68,9.73,54.86,1.67,,,1,3.6,17,61.22,15,54.02,43,154.85,347,1249.64,1403,5052.58,100,360.13,29,104.44,273.7,6766.78
Monroecity,MI,115,55020,22902,4.62,93.26,0.84,1.81,29088,15.39,30.11,7.38,53.96,2.42,,,0,0,,,22,93.43,94,399.2,200,849.37,737,3129.91,56,237.82,13,55.21,,4272.31
Madisontownship,OH,49,46410,18749,2.27,96.66,0.62,0.64,35575,4.1,22.08,4.98,67.86,1.78,,,0,0,5,23.62,2,9.45,44,207.85,88,415.7,322,1521.09,21,99.2,9,42.51,240.92,2078.51
Seasidecity,CA,,,38901,23.47,52.73,13.48,17.45,28655,12.22,22.08,4.37,74.2,17.87,,,6,18.55,9,27.82,121,374.07,215,664.67,218,673.94,844,2609.21,85,262.78,21,64.92,1085.11,3610.84
Grapevinecity,TX,,,29202,1.79,94.7,1.13,5.67,48901,4.24,10.57,3.09,77.58,2.65,,,0,0,16,42.82,15,40.14,78,208.73,210,561.96,776,2076.59,69,184.65,14,37.46,291.69,2860.66
Columbiacity,MO,,,69101,9.93,85.14,4.12,1.31,22059,22.42,12.8,4.91,60.7,6.02,,,1,1.34,30,40.15,108,144.55,300,401.52,571,764.22,3532,4727.17,166,222.17,30,40.15,587.55,5753.71
Lebanoncity,OR,,,10950,0.16,97.25,0.79,2.11,20711,18.76,27.85,10.38,51.94,2.53,,,0,0,1,8.34,2,16.68,75,625.47,133,1109.17,934,7789.18,38,316.9,0,0,650.49,9215.24
WestChesterborough,PA,29,82704,18041,17.71,77.25,1.09,7.57,31262,17.07,19.48,5.7,64.4,2.91,,,0,0,4,21.17,29,153.46,55,291.04,118,624.4,653,3455.39,55,291.04,6,31.75,465.66,4402.58
Eatontownborough,NJ,25,19840,13800,12.49,78.85,6.59,4.64,36864,5.14,14.77,4.16,70.74,10.49,,,0,0,0,0,13,99.36,16,122.29,74,565.58,593,4532.25,41,313.36,0,0,221.64,5411.19
Parkersburgcity,WV,,,33862,1.7,97.7,0.3,0.29,20461,18.99,30.81,8.01,50.9,0.8,,,3,9.03,12,36.13,18,54.2,39,117.43,347,1044.87,820,2469.14,66,198.74,37,111.41,216.8,3824.15
Spokanecity,WA,,,177196,1.93,93.28,2.08,2.08,22192,17.34,16.79,8.12,55.06,3.95,122.5,88952.5,13,6.63,112,57.16,354,180.65,1079,550.63,2699,1377.35,10965,5595.64,730,372.53,74,37.76,795.08,7383.29
Durangocity,CO,,,12430,0.31,89.69,1.09,11.62,22996,18.78,15.88,6.45,57.7,1.7,,,1,7.09,10,70.93,9,63.84,31,219.89,120,851.18,924,6554.12,35,248.26,0,0,361.75,7653.57
Aberdeencity,WA,,,16565,0.29,93.76,1.95,2.55,21762,18.3,26.57,10.96,49.82,4.04,,,1,5.84,28,163.47,20,116.76,41,239.36,198,1155.93,1234,7204.16,42,245.2,27,157.63,525.42,8762.92
Sumtercity,SC,,,41943,38.25,59.81,1.16,1.58,21221,20.71,22.13,5.4,64.5,1.85,,,5,11.66,22,51.31,179,417.46,421,981.86,810,1889.08,1620,3778.16,170,396.47,2,4.66,1462.29,6068.38
Burrillvilletown,RI,7,11800,16230,0.1,99.52,0.13,0.44,37156,5.55,29.43,6.21,64.18,2.06,,,0,0,1,5.97,0,0,14,83.64,63,376.37,120,716.89,9,53.77,1,5.97,89.61,1153
AnnArborcity,MI,161,3000,109592,9.04,81.98,7.69,2.58,33344,16.08,6.08,3.81,64.65,10.9,155.4,99064.2,2,1.83,,,129,117.89,336,307.06,1101,1006.18,4032,3684.75,260,237.61,35,31.99,,4960.52
Derrytown,NH,15,17940,29603,0.93,97.6,0.82,1.37,43419,3.79,13.71,5.47,76.11,3.55,,,0,0,40,133.72,7,23.4,21,70.2,255,852.44,602,2012.44,102,340.98,31,103.63,227.32,3309.49
Daniacity,FL,,,13024,31.3,67.17,0.5,6.09,23269,20.64,39.4,8.89,53.53,13.69,,,4,28.26,20,141.32,140,989.26,211,1490.96,537,3794.52,1416,10005.65,293,2070.38,7,49.46,2649.8,15920.01
Salemcity,OH,,,12233,0.47,99,0.32,0.48,23684,13.85,26.28,5.19,55.41,1.29,,,0,0,0,0,0,0,6,46.52,4,31.01,89,690.08,10,77.54,1,7.75,46.52,806.39
Greendalevillage,WI,79,31125,15128,0.15,97.68,1.74,1.18,44735,2.32,10.83,2.38,69.18,2.97,,,1,6.78,1,6.78,5,33.92,4,27.13,23,156.02,646,4382.04,36,244.2,0,0,74.62,4782.25
UnionCitycity,NJ,17,74630,58012,5.11,74.68,2.09,75.62,25655,18.18,49.46,10.87,60.52,55.09,284.5,228726.5,1,1.77,23,40.64,287,507.07,182,321.55,900,1590.11,1171,2068.9,538,950.53,7,12.37,871.02,4621.91
FosterCitycity,CA,,,28176,3.23,73.48,21.98,5.77,60462,2.95,4.96,3.4,76.17,22.51,,,1,3.38,1,3.38,17,57.39,36,121.54,111,374.75,526,1775.83,64,216.07,6,20.26,185.69,2386.9
Flintcity,MI,49,29000,140761,47.94,49.58,0.49,2.85,20176,30.58,30.71,18.29,45.96,1.62,223.8,115385.7,48,34.55,,,1039,747.84,2507,1804.45,4024,2896.34,7701,5542.92,2307,1660.5,338,243.28,,10343.04
NewBrunswickcity,NJ,23,51210,41711,29.58,57.37,3.96,19.33,28289,21.96,34,8.85,57.84,16.76,298.9,162535.59,5,12.05,18,43.39,311,749.76,289,696.72,797,1921.41,1959,4722.76,337,812.44,19,45.81,1501.93,7502.41
Houmacity,LA,,,30495,24.96,71,0.77,1.41,19397,26.41,37.41,8.38,49.62,0.79,,,5,15.87,14,44.43,78,247.56,360,1142.6,296,939.47,856,2716.86,98,311.04,4,12.7,1450.47,3980.07
EastPaloAltocity,CA,,,23451,42.94,31.69,9.6,36.36,29206,17.55,39.39,10.6,61.09,30.01,,,4,15.4,11,42.35,194,746.87,400,1539.94,367,1412.9,388,1493.74,294,1131.86,37,142.44,2344.56,4180.94
Brentwoodcity,TN,,,16392,1.59,96.96,1.3,0.5,70287,1.39,4.95,3.1,66.76,2.97,,,1,4.63,8,37.07,2,9.27,3,13.9,85,393.92,397,1839.84,22,101.96,0,0,64.88,2335.71
LeagueCitycity,TX,,,30159,5.13,88.12,2.32,11.74,45043,4.92,10.8,3.09,74.05,5.85,,,0,0,9,23.81,14,37.04,26,68.79,333,881,884,2338.75,92,243.4,0,0,129.64,3463.15
NewIberiacity,LA,,,31828,33.32,64.22,1.97,2.28,18506,28.67,42.88,13.03,49.77,2.4,,,2,5.91,16,47.24,49,144.68,50,147.63,528,1558.99,1396,4121.88,86,253.93,,,345.46,
Astontownship,PA,45,3336,15080,0.36,99.14,0.41,0.52,44083,3.15,19.5,3.4,67.85,2.38,,,0,0,5,32.6,6,39.12,30,195.61,52,339.05,218,1421.4,32,208.65,6,39.12,267.33,2008.22
GloucesterCitycity,NJ,7,26820,12649,0.23,99.11,0.4,0.97,28998,9.18,36.6,5.92,59.34,1.86,,,0,0,5,40.23,7,56.32,8,64.37,104,836.82,249,2003.54,39,313.81,0,0,160.93,3154.17
Shalertownship,PA,3,69584,30533,0.22,98.95,0.7,0.45,36972,2.95,17.7,3.8,62.67,2.68,,,0,0,1,3.22,4,12.88,20,64.4,46,148.12,293,943.46,44,141.68,1,3.22,80.5,1236.48
Arnoldcity,MO,,,18828,0.14,99.16,0.29,0.91,34179,5.38,28.19,5.69,67.52,0.57,,,1,4.94,2,9.87,10,49.37,68,335.69,99,488.72,501,2473.22,31,153.03,4,19.75,399.86,3134.72
Goshentownship,OH,25,31010,12697,0.44,99.17,0.17,0.22,31617,8.41,37.21,5.71,65.42,0.21,,,0,0,1,7.67,1,7.67,7,53.66,65,498.31,139,1065.62,16,122.66,1,7.67,69,1694.27
Chestercity,PA,45,13208,41856,65.17,32,0.39,3.77,20864,25.16,37.84,12.4,50.54,2.04,,,28,70.83,53,134.07,538,1360.92,1309,3311.24,958,2423.35,1494,3779.22,953,2410.71,62,156.83,4877.06,8770.11
UnionCitycity,TN,,,10513,21.14,78.28,0.22,0.48,20745,17.18,35.01,7.56,54.95,0.29,,,1,9.1,7,63.69,12,109.19,81,737.03,266,2420.38,706,6424.02,31,282.07,7,63.69,919.02,9190.17
Tampacity,FL,,,280015,25.05,70.9,1.35,15,22772,19.44,29.37,6.54,60.13,7.96,284.3,169952.09,43,14.83,247,85.21,2965,1022.83,6124,2112.58,8987,3100.23,18534,6393.64,8473,2922.91,214,73.82,3235.45,12490.6
Dallascity,TX,,,1006877,29.5,55.3,2.18,20.88,27489,17.97,26.55,7.43,65.59,12.5,252.9,145954.3,317,30.42,1000,95.96,7420,712.03,9439,905.78,20975,2012.79,54183,5199.46,17465,1675.96,1324,127.05,1744.19,9015.27
Searcycity,AR,,,15180,4.72,93.97,0.46,1.1,20859,17.5,28.18,5.51,50.94,1.13,,,0,0,6,32.78,4,21.86,4,21.86,109,595.56,580,3169.05,43,234.95,0,0,76.49,3999.56
Bellinghamcity,WA,,,52179,0.79,93.76,2.78,2.41,24714,16.68,14.77,4.73,61.09,7.11,,,2,3.44,45,77.51,44,75.78,106,182.57,6898,11881.02,3179,5475.46,261,449.54,31,53.39,339.31,17859.42
BullheadCitycity,AZ,,,21951,0.52,95.28,0.72,6.5,24814,12.8,27.56,6.64,53.26,4.01,,,1,3.56,9,32,32,113.76,185,657.68,565,2008.6,1296,4607.34,185,657.68,19,67.55,807,7341.18
CulverCitycity,CA,,,38793,10.38,69.22,12.04,19.76,42971,6.68,15.85,4.13,67.93,23.51,,,4,10.13,7,17.73,305,772.48,52,131.7,406,1028.29,1450,3672.47,469,1187.85,1,2.53,932.05,5891.14
Newbergcity,OR,,,13086,0.24,96.06,1.28,6.14,26974,10.71,20.89,4.35,64.72,4.52,,,0,0,5,33.58,3,20.15,27,181.32,91,611.11,527,3539.05,28,188.03,6,40.29,235.04,4378.48
Readingcity,PA,11,63624,78380,9.71,78.64,1.42,18.48,22112,19.41,41.57,8.63,56.74,4.29,201.6,105703.5,6,7.66,42,53.59,555,708.13,334,426.16,1521,1940.67,3362,4289.63,585,746.41,52,66.35,1195.53,7043.06
Rustoncity,LA,,,20027,33.9,63.88,1.61,1.31,17826,30.26,21.53,10.69,47.49,3.22,,,0,0,1,4.94,38,187.67,223,1101.34,291,1437.18,1519,7501.98,32,158.04,4,19.76,1293.95,9116.95
Richmondcity,CA,,,87425,43.76,36.18,11.83,14.52,32165,16.1,23.31,9.43,58.46,15.57,202.5,158320.3,52,58.83,82,92.77,977,1105.38,1752,1982.21,2153,2435.91,3786,4283.48,1460,1651.85,112,126.72,3239.2,8497.95
Methuentown,MA,9,40675,39990,1.02,94.74,1.31,5.18,37701,7.2,26.02,7.65,60.97,7.25,,,2,4.86,20,48.56,43,104.4,85,206.38,258,626.41,1003,2435.23,659,1600.02,8,19.42,364.19,4681.09
Florissantcity,MO,,,51206,4.06,95.02,0.52,0.96,36809,3.29,19.75,3.5,65.89,1.36,,,0,0,6,11.57,37,71.37,50,96.44,205,395.4,1055,2034.87,108,208.31,11,21.22,179.38,2659.8
WestFargocity,ND,17,84780,12287,0.1,98.54,0.21,0.72,29661,7.44,14.45,4.1,78.26,0.81,,,0,0,4,28.91,0,0,2,14.46,72,520.42,344,2486.45,29,209.61,6,43.37,43.37,3259.85
Douglascity,AZ,,,12822,1.07,71.46,0.47,83.47,14994,43.13,51.9,19.22,40.11,34.29,,,0,0,0,0,5,35.15,18,126.54,157,1103.69,677,4759.23,141,991.21,0,0,161.69,6854.13
Selmacity,AL,,,23755,58.44,41,0.43,0.29,15917,35.71,39.46,10.89,46.94,0.64,,,8,32.2,39,156.97,84,338.1,681,2740.99,590,2374.72,1846,7430.07,131,527.27,,,3268.26,
Nortoncity,OH,153,57260,11475,1.04,98.41,0.38,0.45,34198,5.4,22.93,5.33,60.94,1.59,,,0,0,0,0,5,42.25,15,126.74,68,574.57,241,2036.33,10,84.5,4,33.8,168.99,2729.19
Missioncity,TX,,,28653,0.16,75.37,0.15,80.08,17489,37.33,47.39,12.14,44.13,21.92,,,0,0,2,5.11,12,30.64,56,143,456,1164.45,1562,3988.76,202,515.83,16,40.86,178.75,5709.91
Middletownship,NJ,9,45810,14771,13.09,84.93,1.09,1.5,30524,7.99,30.12,7.94,56.19,2.97,,,0,0,10,66.14,3,19.84,22,145.5,162,1071.43,428,2830.69,15,99.21,4,26.46,231.48,4027.78
MountLaureltownship,NJ,5,49020,30270,5.97,90.82,2.63,1.65,50843,1.99,10.1,2.55,72.68,4.75,,,0,0,4,12.91,10,32.27,18,58.09,200,645.49,383,1236.12,81,261.43,2,6.45,103.28,2149.5
Greeleycity,CO,,,60536,0.67,89.1,1,20.36,23462,19.46,23.42,5.67,62.52,4.71,,,3,4.56,20,30.4,25,38,86,130.73,675,1026.05,3352,5095.31,171,259.93,41,62.32,203.69,6443.62
CostaMesacity,CA,,,96357,1.33,84.31,6.56,20.05,40313,9.17,16.52,4.17,74.47,21.57,142.5,105620.6,5,5.05,30,30.33,184,186.01,225,227.45,1250,1263.62,4918,4971.59,975,985.63,26,26.28,448.84,7247.12
LosAlamitoscity,CA,,,11676,3,84.87,7.18,12.5,45171,4.38,14.1,4.24,68.04,12.18,,,0,0,3,24.85,18,149.09,22,182.22,143,1184.46,279,2310.94,101,836.58,17,140.81,356.17,4472.79
SouthOrangeVillagetownship,NJ,13,69274,16390,18.69,76.63,3.42,3.27,64338,3.03,9.98,3.64,65.49,11.93,,,0,0,2,12.01,82,492.26,28,168.09,224,1344.7,498,2989.55,496,2977.55,0,0,672.35,7311.8
RedBluffcity,CA,,,12363,0.56,91.22,1.06,8.95,19474,20.41,21.66,9.88,48.71,5.19,,,0,0,6,44.94,16,119.84,109,816.42,106,793.95,769,5759.87,75,561.76,9,67.41,981.2,7182.98
Plainfieldtown,IN,,,10433,0.44,98.73,0.41,0.4,34466,4.59,15.5,2.43,67.82,0.8,,,0,0,7,44.38,2,12.68,21,133.15,69,437.48,328,2079.63,23,145.83,2,12.68,190.21,2675.63
Fredericksburgcity,VA,630,29744,19027,21.63,76.04,1.08,2.43,26614,12.29,26.25,3.32,61.46,2.89,,,1,4.47,9,40.21,27,120.63,63,281.46,102,455.7,631,2819.1,32,142.97,12,53.61,446.77,3471.38
Colleyvillecity,TX,,,12724,0.67,96.74,1.71,2.26,77530,1.25,6.98,3.12,70.71,3.42,,,0,0,1,5.29,1,5.29,4,21.17,31,164.04,229,1211.77,8,42.33,1,5.29,31.75,1423.43
Pittsburgcity,CA,,,47564,17.58,58.6,12.18,23.73,38532,10.79,23.51,7,64.56,18.71,,,2,3.82,18,34.42,199,380.52,235,449.36,899,1719.03,1353,2587.15,263,502.9,18,34.42,868.12,4843.49
MissionViejocity,CA,,,72820,0.93,90.3,6.25,7.71,61058,1.96,6.33,2.9,72.49,12.54,,,3,3.56,13,15.43,32,37.99,142,168.58,687,815.59,1539,1827.05,220,261.18,35,41.55,225.56,2945.37
LongBeachcity,CA,,,429433,13.68,58.38,13.57,23.62,31938,16.82,24.49,6.54,62.93,24.25,147.5,185473.8,126,28.9,200,45.87,3717,852.46,3073,704.76,6780,1554.92,14108,3235.53,7626,1748.95,243,55.73,1631.98,6595.13
Duluthcity,MN,137,17000,85493,0.87,95.89,0.9,0.6,23370,16.57,18.58,7.22,55.07,2.41,147.4,99121.6,6,7.08,,,53,62.51,221,260.67,859,1013.2,3266,3852.28,268,316.11,14,16.51,,5198.1
Shelbycity,NC,,,14669,42.5,57.03,0.23,0.47,19829,19.27,38.97,8.57,54.03,1.14,,,3,18.67,12,74.69,70,435.68,143,890.02,454,2825.67,937,5831.83,41,255.18,7,43.57,1419.06,8956.25
Coronacity,CA,,,76095,2.76,75.88,7.1,30.36,43555,8.31,23.88,5.76,68.96,18.68,,,1,1.07,28,29.99,237,253.84,219,234.56,1552,1662.29,3099,3319.23,1334,1428.8,23,24.63,519.47,6434.96
Beverlycity,MA,9,5595,38195,0.86,97.63,1.02,1.15,39603,6.62,12.89,5.42,65.77,4.96,,,0,0,4,10.27,14,35.93,16,41.06,538,1380.69,589,1511.57,106,272.03,4,10.27,87.26,3174.56
CoralSpringscity,FL,,,79443,3.48,93.08,2.12,7.12,43428,5.16,10.81,3.85,72.25,11.37,162.7,172586.7,1,1.06,18,19.14,42,44.67,216,229.72,689,732.78,2976,3165.08,258,274.39,4,4.25,294.6,4176.5
NorthBranfordtown,CT,9,53890,12996,1.26,97.99,0.51,0.89,50798,2.05,15.75,2.81,72.71,3.02,,,0,0,1,7.6,1,7.6,5,38,70,531.96,173,1314.69,16,121.59,0,0,53.2,1968.23
Geneseetownship,MI,49,31800,24093,8.16,89.99,0.26,2.08,30160,13.77,27.6,11.36,52.95,1.49,,,2,8.08,,,15,60.59,92,371.64,278,1123.01,481,1943.04,91,367.6,9,36.36,,3470.01
SanBrunocity,CA,,,38961,4.08,71.62,17.93,18.61,42019,4.77,15.96,4.12,67.83,24.09,,,0,0,8,19.63,55,134.95,52,127.59,190,466.18,1408,3454.62,218,534.88,10,24.54,282.16,4480.21
Valdostacity,GA,,,39806,43.48,55.19,0.87,1.13,21864,23.83,30.5,7.67,59.19,1.81,,,8,17.5,17,37.19,164,358.76,249,544.7,754,1649.42,1988,4348.87,160,350.01,3,6.56,958.15,6354.87
OklahomaCitycity,OK,,,444719,15.98,74.78,2.36,4.95,25741,15.86,21.78,7.06,62.66,4.21,185.1,95629.3,80,17.16,515,110.46,1724,369.77,4161,892.47,10000,2144.85,29316,6287.86,5539,1188.04,420,90.08,1389.87,9710.83
PortLavacacity,TX,,,10886,4.68,71.3,3.03,46.63,21946,20.44,35.51,9.97,55.43,7.16,,,0,0,3,25.49,8,67.98,135,1147.18,155,1317.13,437,3713.46,28,237.93,6,50.99,1240.65,5319.51
Alicecity,TX,,,19788,0.89,78.96,0.32,72.59,18962,28.5,41.74,9.97,49.56,3.28,,,0,0,8,38.55,10,48.19,122,587.92,389,1874.61,961,4631.1,41,197.58,22,106.02,674.67,6809.31
Sterlingcity,CO,,,10362,0.18,93.51,0.23,10.62,20189,16.91,22.38,4.52,60,3.01,,,0,0,2,18.94,1,9.47,14,132.6,67,634.59,374,3542.34,14,132.6,2,18.94,161.02,4328.47
Coronadocity,CA,,,26540,6.85,86.16,3.44,8.26,47790,4.07,5.88,1.71,75.39,8.92,,,3,13.67,3,13.67,19,86.6,48,218.78,214,975.39,552,2515.95,145,660.89,9,41.02,332.73,4193.25
Bremertoncity,WA,,,38142,7.13,83.93,5.28,4.85,22610,18.1,17.96,7.4,60.43,4.63,,,0,0,43,99.97,63,146.46,161,374.29,366,850.87,1573,3656.86,137,318.49,6,13.95,620.71,4840.17
RapidCitycity,SD,103,52980,54523,1.27,88.19,0.99,2.23,25740,13.65,15.07,5.21,65.82,2.12,,,1,1.72,45,77.26,25,42.92,187,321.04,481,825.78,2912,4999.31,142,243.79,,,442.93,
LaPalmacity,CA,,,15392,4.17,59.91,31.11,12.16,54364,5.89,11.15,2.5,74.04,27.62,,,1,6.22,2,12.43,16,99.45,41,254.85,140,870.21,378,2349.58,128,795.62,12,74.59,372.95,4090
Glenviewvillage,IL,,,37093,0.77,91,7.42,2.42,59020,1.71,7.79,2.42,67.1,11.28,,,1,2.65,,,4,10.61,20,53.04,143,379.21,733,1943.78,31,82.21,0,0,,2405.2
Dinubacity,CA,,,12743,0.24,55.84,3.11,60.37,22032,22.58,50.72,14.95,52.83,23.28,,,0,0,3,22.02,10,73.42,67,491.89,195,1431.61,409,3002.72,73,535.94,1,7.34,587.33,4977.61
TempleTerracecity,FL,,,16444,5.38,91.2,1.96,8.65,37156,6.67,7.82,2.92,71.21,7.47,,,2,12.05,0,0,24,144.54,9,54.2,123,740.79,424,2553.6,86,517.95,0,0,210.79,3812.33
Bendcity,OR,,,20469,0.19,97.51,0.75,2.37,25787,13.15,14.69,4.24,67.33,2.66,,,0,0,10,41.02,26,106.66,86,352.79,353,1448.09,1865,7650.65,81,332.28,8,32.82,500.47,9463.84
Bernardstownship,NJ,35,5560,17199,1.72,94.97,3.05,1.92,70000,1.52,6.81,2.86,66.47,7.32,,,0,0,0,0,0,0,14,75.72,46,248.8,170,919.47,9,48.68,0,0,75.72,1216.94
Pocatellocity,ID,,,46080,0.86,94.07,1.27,4.53,24955,15.34,16.93,6.09,62.45,1.88,,,1,1.96,34,66.73,17,33.37,124,243.39,349,685.01,1640,3218.97,90,176.65,10,19.63,345.45,4100.26
Clearlakecity,CA,,,11804,4.35,91.05,1.06,5.69,16600,22.15,38.79,12.8,34.84,3.16,,,1,7.63,11,83.97,18,137.4,191,1458.02,461,3519.08,598,4564.89,76,580.15,13,99.24,1687.02,8763.36
Gulfportcity,MS,,,40775,28.59,69.89,0.92,1.55,21174,20.32,25.24,7.69,54.66,2.07,,,4,6.03,29,43.69,86,129.57,143,215.45,473,712.65,2127,3204.66,165,248.6,21,31.64,394.74,4197.55
Fremontcity,OH,143,28826,17648,7.73,86.42,0.16,9.5,25385,14.66,26.83,10.08,56.91,1.3,,,0,0,5,27.45,16,87.85,41,225.13,148,812.65,753,4134.64,43,236.11,7,38.44,340.43,5221.83
Midlandcity,MI,111,53780,37819,1.72,95.56,1.92,1.67,39087,9.26,11.52,4.97,61.64,4.44,,,0,0,,,10,25.13,46,115.61,110,276.47,945,2375.09,32,80.43,6,15.08,,2747.06
Laurelcity,MS,,,18827,48.1,51.62,0.16,0.4,16997,30.18,36.81,9.03,46.67,0.46,,,3,15.34,15,76.69,55,281.19,,,448,2290.39,1179,6027.61,104,531.7,8,40.9,,8890.59
MountVernoncity,NY,119,49121,67153,55.3,39.76,1.84,7.8,34850,11.8,29.22,7.41,60.93,21.8,,,5,7.61,31,47.15,436,663.2,479,728.61,961,1461.77,1628,2476.35,922,1402.45,27,41.07,1446.56,5381.64
Raytowncity,MO,,,30601,3.25,95.34,0.51,1.44,32002,4.78,15.17,3.91,63.66,1.08,,,0,0,6,19.87,40,132.45,36,119.21,241,798.01,671,2221.85,132,437.09,23,76.16,271.52,3533.11
Natchitochescity,LA,,,16609,49.86,48.46,0.67,1.24,14509,39.79,32.7,14.52,46.72,0.89,,,1,5.93,8,47.43,35,207.51,89,527.66,309,1831.98,727,4310.19,56,332.01,0,0,788.52,6474.18
Lebanoncity,OH,165,42364,10453,3.2,95.56,0.72,0.47,27095,8.65,25,1.93,64.82,0.8,,,0,0,20,170.98,9,76.94,17,145.34,118,1008.81,410,3505.17,23,196.63,1,8.55,393.26,4719.16
Pariscity,TX,,,24699,22.12,75.92,0.56,1.16,18743,25.43,34.74,8.5,49.81,1.35,,,3,11.99,21,83.96,42,167.92,380,1519.27,552,2206.94,1725,6896.69,140,559.73,14,55.97,1783.14,9719.33
Hawthorneborough,NJ,31,30570,17084,0.42,97.93,1,3.1,43109,3.42,22.97,3.95,64.06,10.75,,,0,0,5,27.52,5,27.52,4,22.01,84,462.3,282,1552.01,23,126.58,0,0,77.05,2140.89
DeSotocity,TX,,,30544,20.83,75.97,1.13,4.98,45550,3.98,12,4.11,75.58,2.86,,,0,0,9,25.31,33,92.8,56,157.48,411,1155.76,1100,3093.28,162,455.56,9,25.31,275.58,4729.9
SunPrairiecity,WI,25,78600,15333,0.67,98.15,0.56,1,35301,3.13,16.07,2.75,74.66,1.1,,,0,0,4,22.79,0,0,9,51.29,69,393.21,661,3766.81,27,153.86,6,34.19,74.08,4348.07
Hendersonvillecity,TN,,,32188,2.33,96.7,0.56,0.83,38068,4.49,16.66,3.69,71.42,1.85,,,0,0,11,29.57,13,34.95,125,336.04,217,583.36,712,1914.08,4,10.75,1,2.69,400.56,2510.89
BoyntonBeachcity,FL,,,46194,20.12,77.74,0.63,6.76,28824,9.59,26.93,5.26,50.58,12.49,,,4,7.69,15,28.84,201,386.45,486,934.4,972,1868.8,2358,4533.57,422,811.35,6,11.54,1357.38,7225.26
